t,ion_current_M2,ion_current_M32,E,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,j,current1_mA_geo
5289.5,3.5441626110497643e-09,1.9437405861878448e-08,0.8888332799999871,0.0014833600000004,,1.483360000000402e-06,1.4833600000004017,5.552783425444483e-12,9.525136389857131e-13,4.6002697864587695e-12,3.5501323904684036e-09,3.610131046438455e-09,-6.596843538868978e-11,-7.403843952449843e-11,8.070004135808665e-12,3.5462935022100033e-09,-2.130891160238172e-12,3.854433900160944,0.0038544339001609
5289.6,3.540032224309408e-09,1.94683072320442e-08,0.8879694285714288,0.001522,,1.5220000000000004e-06,1.5220000000000002,1.4223966850887097e-12,9.504681072118277e-13,4.719285778768821e-13,3.550128691134197e-09,3.610126580490734e-09,-7.009435618132494e-11,-7.403648947784498e-11,3.942133296520054e-12,3.5462935022100033e-09,-6.261277900593945e-12,3.9548379328304457,0.0039548379328304
5289.700000000002,3.5384852823204554e-09,1.9469362480662987e-08,0.8864364999999941,0.0014718571428569,,1.471857142856962e-06,1.4718571428569618,-1.2454530386487744e-13,9.484195074012462e-13,-1.0729648112661237e-12,3.550125011125399e-09,3.6101221149869805e-09,-7.163683266652601e-11,-7.403454117716157e-11,2.39770851063557e-12,3.5462863591160393e-09,-7.801076795583957e-12,3.824544323441624,0.0038245443234416
5289.8,3.545164287845295e-09,1.9487352745856123e-08,0.8826689487179389,0.0012151282051291,,1.215128205129105e-06,1.215128205129105,6.55446022097526e-12,9.463678379402878e-13,5.608092383034973e-12,3.5501213504834926e-09,3.6101176499274e-09,-6.495336208210452e-11,-7.403259462319192e-11,9.079232541087369e-12,3.5462863591160393e-09,-1.1220712707438193e-12,3.1574475157008925,0.0031574475157008
5289.9000000000015,3.5488241762430922e-09,1.9538363795580168e-08,0.8807431710526252,0.001417342105264,,1.4173421052640053e-06,1.4173421052640052,1.021434861877159e-11,9.443130971079742e-13,9.270035521663618e-12,3.550117709248798e-09,3.610113185312195e-09,-6.128900906910318e-11,-7.403064981643986e-11,1.2741640747336683e-11,3.5462863591160393e-09,2.537817127052511e-12,3.682889830286366,0.0036828898302863
5290.0,3.548465612707181e-09,1.9552236707182366e-08,0.8805096842105259,0.0015662236842103,,1.5662236842103804e-06,1.5662236842103805,9.85578508286152e-12,9.42255283183328e-13,8.913529799678193e-12,3.550114087461139e-09,3.6101087211415644e-09,-6.164310843438265e-11,-7.402870675740934e-11,1.2385598323026707e-11,3.5462863591160393e-09,2.1792535911424414e-12,4.069750878851948,0.0040697508788519
5290.1,3.548802654696138e-09,1.95330433370165e-08,0.8773241428571402,0.0011325714285715,,1.1325714285715737e-06,1.1325714285715736,1.0192827071818203e-11,9.40194394445373e-13,9.252632677372828e-12,3.550110485160206e-09,3.6101042574157163e-09,-6.130160271957782e-11,-7.402676544660429e-11,1.2725162727026466e-11,3.5462935022100033e-09,2.5091524861355465e-12,2.942928020601068,0.002942928020601
5290.200000000002,3.549567848066309e-09,1.952985864088401e-08,0.8731587763157236,0.0011330131578934,,1.133013157893423e-06,1.1330131578934228,1.0958020441989072e-11,9.381304291731325e-13,1.001989001281594e-11,3.550106902385529e-09,3.6100997941348503e-09,-6.053194606854186e-11,-7.402482588452855e-11,1.3492879815986684e-11,3.5462935022100033e-09,3.274345856306417e-12,2.944075831296267,0.0029440758312962
5290.3,3.547351362430933e-09,1.9532930464088417e-08,0.8717032465753435,0.0012375068493153,,1.237506849315307e-06,1.2375068493153067,8.741534806613058e-12,9.360633856456324e-13,7.805471420967426e-12,3.550103339176501e-09,3.610095331299171e-09,-6.274396886823808e-11,-7.402288807168604e-11,1.1278919203447968e-11,3.5462863591160393e-09,1.0650033148939785e-12,3.2155972600589124,0.0032155972600589
5290.4000000000015,3.544430920441994e-09,1.9508496248618693e-08,0.8702605333333268,0.0010575999999987,,1.0575999999987776e-06,1.0575999999987775,5.82109281767452e-12,9.339932621418985e-13,4.8870995555326215e-12,3.5500997955724673e-09,3.610090868908881e-09,-6.565994846688768e-11,-7.402095200858076e-11,8.361003541693068e-12,3.546254751381213e-09,-1.823830939218298e-12,2.7481186581843917,0.0027481186581843
5290.5,3.548490783977879e-09,1.948110219889528e-08,0.8671994864864991,0.0009919729729725,,9.919729729725744e-07,0.9919729729725744,9.880956353559257e-12,9.319200569409569e-13,8.949036296618297e-12,3.550096271612491e-09,3.6100864069641845e-09,-6.159562298630462e-11,-7.401901769571654e-11,1.2423394709411912e-11,3.546241698894958e-09,2.2490850829215743e-12,2.5775902377493605,0.0025775902377493
5290.6,3.551898849723757e-09,1.9451831480663064e-08,0.8679664473684446,0.0012809605263183,,1.2809605263183178e-06,1.280960526318318,1.328902209943717e-11,9.298437683218354e-13,1.2359178331115331e-11,3.5500927673350758e-09,3.610081945465281e-09,-5.818309574152496e-11,-7.401708513359733e-11,1.5833989392072386e-11,3.546241698894958e-09,5.657150828799487e-12,3.328509382353571,0.0033285093823535
5290.700000000002,3.5524800651933724e-09,1.94437024696134e-08,0.865573493150655,0.000800849315069,,8.008493150690966e-07,0.8008493150690966,1.3870237569053812e-11,9.277643945635622e-13,1.2942473174490248e-11,3.550089282778557e-09,3.610077484412378e-09,-5.7597419219005e-11,-7.401515432272709e-11,1.6417735103722097e-11,3.546254751381213e-09,6.225313812160993e-12,2.0809653414694766,0.0020809653414694
5290.8,3.553454519337022e-09,1.9487586447513813e-08,0.8601659358974321,0.0009276538461541,,9.27653846154104e-07,0.927653846154104,1.4844691712701786e-11,9.256819339451657e-13,1.391900977875662e-11,3.550085817981455e-09,3.610073023805677e-09,-5.661850446865517e-11,-7.401322526360962e-11,1.7394720794954462e-11,3.546241698894958e-09,7.212820442064105e-12,2.4104603280593357,0.0024104603280593
5290.9000000000015,3.555073303867418e-09,1.9522996624309552e-08,0.8606575454545642,0.0010279610389619,,1.0279610389619756e-06,1.0279610389619755,1.6463476243098227e-11,9.23596384745677e-13,1.553987985835255e-11,3.550082372982524e-09,3.6100685636453795e-09,-5.4995259777962275e-11,-7.40112979567489e-11,1.901603817878663e-11,3.546226794475206e-09,8.846509392212489e-12,2.671103357660063,0.00267110335766
5291.0,3.550546888397758e-09,1.954918999447521e-08,0.8580540789473469,0.0009732631578941,,9.73263157894168e-07,0.973263157894168,1.1937060773438269e-11,9.21507745244128e-13,1.1015553028194142e-11,3.55007894782086e-09,3.6100641039316894e-09,-5.951721553393261e-11,-7.400937240264881e-11,1.4492156868716227e-11,3.546219528729293e-09,4.327359668464719e-12,2.5289737552340354,0.002528973755234
5291.1,3.541365672928137e-09,1.95474553867402e-08,0.8549861200000095,0.0010329200000002,,1.0329200000002503e-06,1.0329200000002503,2.755845303816923e-12,9.194160137195537e-13,1.836429290097369e-12,3.55007554253605e-09,3.6100596446648142e-09,-6.869397173667666e-11,-7.400744860181325e-11,5.313476865136592e-12,3.5462003127071884e-09,-4.834639779051645e-12,2.683988960302374,0.0026839889603023
5291.200000000002,3.536196674033129e-09,1.9531902900552265e-08,0.8534755600000071,0.0008863599999992,,8.863599999992859e-07,0.8863599999992859,-2.41315359119136e-12,9.173211884509892e-13,-3.3304747796423484e-12,3.550072157167729e-09,3.6100551858449503e-09,-7.385851181182144e-11,-7.400552655474607e-11,1.470147429246312e-13,3.5461963602209754e-09,-9.999686187846567e-12,2.3031604140215305,0.0023031604140215
5291.3,3.532301646408852e-09,1.9508371873626226e-08,0.854008,0.0009636400000001,,9.63640000000156e-07,0.963640000000156,-6.308181215468613e-12,9.152232679011126e-13,-7.223404483369725e-12,3.550068791754662e-09,3.6100507274723045e-09,-7.774908106345288e-11,-7.400360626195117e-11,-3.745474801501693e-12,3.5461858524861886e-09,-1.3884206077337786e-11,2.50396847936488,0.0025039684793648
5291.4000000000015,3.531491130939225e-09,1.9484210408839737e-08,0.8515665068492806,0.000906890410959,,9.068904109590928e-07,0.9068904109590928,-7.118696685095482e-12,9.13122250199555e-13,-8.031818935295038e-12,3.550065446334223e-09,3.610046269547081e-09,-7.855513860785589e-11,-7.400168772391775e-11,-4.553450883938153e-12,3.546167081215468e-09,-1.467595027624291e-11,2.3565076203555924,0.0023565076203555
5291.5,3.5322299287292705e-09,1.9476784994475155e-08,0.848097,0.001045,,1.045e-06,1.045,-6.3798988950497615e-12,9.110181327536072e-13,-7.290917027803369e-12,3.5500621209420102e-09,3.6100418120694802e-09,-7.781188334020894e-11,-7.399977094150955e-11,-3.81211239869939e-12,3.546162764088396e-09,-1.3932835359125102e-11,2.7153782127515207,0.0027153782127515
5291.6,3.541538768508285e-09,1.9469072381215483e-08,0.8453586799999915,0.0006603066666665,,6.603066666665237e-07,0.6603066666665237,2.9289408839644337e-12,9.089109121673788e-13,2.0200299717970547e-12,3.550058815611766e-09,3.610037355039706e-09,-6.849858653142246e-11,-7.399785591604566e-11,5.499269384623196e-12,3.546162764088396e-09,-4.623995580110906e-12,1.7157725707185258,0.0017157725707185
5291.700000000002,3.54755724475138e-09,1.9460392823204368e-08,0.8427720789473818,0.0006620263157909,,6.620263157909867e-07,0.6620263157909868,8.947417127059188e-12,9.068005843158885e-13,8.040616542743299e-12,3.550055530375445e-09,3.6100328984579644e-09,-6.247565370658623e-11,-7.399594264922635e-11,1.1520288942640136e-11,3.546167081215468e-09,1.390163535911764e-12,1.7202409896334965,0.0017202409896334
5291.8,3.546864979558011e-09,1.946291051933706e-08,0.8439168888888924,0.0009077500000021,,9.077500000021064e-07,0.9077500000021064,8.255151933691262e-12,9.046871452761572e-13,7.350464788415105e-12,3.550052265264156e-09,3.610028442324459e-09,-6.316346276644697e-11,-7.3994031142752e-11,1.0830568376305056e-11,3.546167081215468e-09,6.978983425438375e-13,2.3587412178286247,0.0023587412178286
5291.9000000000015,3.543095990607701e-09,1.94809547182322e-08,0.8392063544303806,0.0005732531645566,,5.732531645566001e-07,0.5732531645566,4.48616298338126e-12,9.025705911252073e-13,3.5835923922560533e-12,3.550049020308753e-09,3.6100239866393878e-09,-6.692799603168669e-11,-7.399212139832293e-11,7.064125366636208e-12,3.546167081215468e-09,-3.0710906077661644e-12,1.4895685678735446,0.0014895685678735
5292.0,3.5364755486187717e-09,1.9463515414364672e-08,0.8379150131579038,0.0005789342105258,,5.789342105258603e-07,0.5789342105258604,-2.134279005548073e-12,9.004509179400616e-13,-3.034729923488135e-12,3.550045795539773e-09,3.6100195314029596e-09,-7.354398278418787e-11,-7.399021341763934e-11,4.462306334514789e-13,3.546162764088396e-09,-9.687215469623412e-12,1.504330470697056,0.001504330470697
5292.1,3.538052086740353e-09,1.9423294419889696e-08,0.8336541975308639,0.0008468024691358,,8.468024691358499e-07,0.8468024691358502,-5.57740883967502e-13,8.983281221561023e-13,-1.456069006123604e-12,3.5500425909870556e-09,3.6100150766153766e-09,-7.196298987502429e-11,-7.398830720240163e-11,2.0253173273773257e-12,3.546156176243088e-09,-8.104089502735643e-12,2.2003722250676363,0.0022003722250676
